"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
-1.662937,3.253892,-7.040485,2.266456,-4.177649,-0.746925,-0.248337,1.091157,-0.307137,-5.567947,2.712739,-5.948403,2.144726,-4.211756,-0.137196,-2.639409,-2.532355,-0.667067,0.626059,-0.842178,0.450381,0.521162,0.308325,-0.318012,-1.255362,-0.691963,0.264878,-0.130445,-0.465780346820809,1
-6.498086,4.750515,-8.966558,7.098854,-6.958376,-2.822126,-10.333406,4.031907,-6.648778,-11.634414,6.877571,-13.697686,0.46304,-13.044182,-0.309229,-12.31758,-24.019099,-9.335193,1.95189,0.568338,2.158143,0.11151,0.216414,0.584661,0.76036,0.081972,1.415068,0.035124,-0.925851489550912,1
0.951025,3.252926,-5.039105,4.632411,3.014501,-1.34957,0.98094,-1.819539,-2.099049,-1.347557,2.680578,-1.462945,-0.705397,-7.445296,-0.561332,3.139656,5.665429,3.790316,-1.909799,-0.381444,1.404524,-0.760549,0.358292,-1.185942,-1.286177,0.000365,0.169662,0.108276,-0.999315251222766,1
-3.76568,5.890735,-10.202268,10.259036,-5.611448,-3.235376,-10.632683,3.272716,-5.268905,-11.182125,8.879476,-18.431131,-0.232822,-15.021657,0.141186,-12.186362,-20.165567,-7.051651,2.500827,1.194137,2.245606,0.546321,0.381853,0.382025,-0.821036,0.394355,1.412961,0.782407,-0.999991107158737,1
2.285762,-1.52954,-0.984986,-1.812459,-1.040323,0.173512,-1.455283,0.098053,-1.163078,1.735483,-0.021769,-0.670703,-0.142137,-0.272035,-0.611308,-0.002647,-0.025632,0.825695,0.324717,-0.414069,-0.14609,0.006885,0.210975,0.052222,-0.232513,-0.188404,0.012515,-0.055036,-0.984526456202757,0
-10.632375,7.251936,-17.681072,8.204144,-10.166591,-4.510344,-12.981606,6.783589,-4.65933,-14.924655,8.389142,-16.465504,0.338517,-14.224404,0.556584,-11.683998,-15.841616,-5.7532,3.813041,-0.810146,2.715357,0.695603,-1.138122,0.459442,0.386337,0.522438,-1.416604,-0.488307,-0.832352156514006,1
0.351575,-1.628377,0.550784,0.304901,-0.448976,2.328619,-0.62874,0.738098,0.864013,-0.600846,1.566784,1.598695,0.020961,-0.186868,0.122134,-1.068688,0.954329,-1.870313,-0.852299,0.479447,0.127778,-0.003968,-0.150165,-1.251066,-0.233592,0.806552,-0.011188,0.047916,-0.696407292129835,0
-4.861747,-2.72266,-4.656248,2.502005,-2.008346,0.615422,-3.48568,1.878856,-1.116268,-5.112971,2.945621,-4.102127,-0.477203,-4.350434,0.000716,-5.037449,-8.07801,-3.457981,0.596696,0.285559,1.138876,1.033664,-0.806199,-1.511046,-0.191731,0.080999,1.215152,-0.923142,-0.472743441529569,1
1.29009,0.191923,-0.430627,0.124171,0.697173,0.706993,-0.143167,0.203654,-0.08255,-0.150007,0.273732,0.332984,0.226385,-0.12668,0.793677,0.896101,-0.594811,0.335793,0.385388,-0.056254,-0.323678,-0.938136,-0.065705,-1.756132,0.336853,0.214428,-0.014139,-0.000567,-0.997607825700311,0
-2.140511,4.104871,-8.996859,4.028391,-5.131359,-4.153568,-9.360095,1.922075,-4.02618,-13.691315,9.095288,-14.168121,-0.140455,-17.620634,1.48274,-13.256833,-21.675483,-7.823469,2.995111,1.725578,1.854267,-0.165534,-0.339939,0.296314,1.364225,-0.518996,2.352333,1.130625,-0.999324144064028,1
-3.060131,-7.887089,-1.765053,0.719582,-3.436632,0.521599,2.18104,-0.505208,2.247846,-2.378625,-1.346504,0.821128,0.070914,-0.142339,0.090799,-0.670864,0.380641,0.458962,0.645721,4.457817,1.319275,-0.810143,-2.191611,0.094363,-0.123204,-0.036396,-0.367305,0.404092,1,0
-1.832657,0.266259,-0.060381,-0.737483,2.152126,0.936256,0.101094,0.995516,-0.896638,-1.68763,1.539442,0.574405,-0.345743,-0.123215,1.115807,-0.658123,1.394787,-0.527182,-1.463181,0.023638,0.469143,1.017544,-0.522057,-1.899935,0.773451,0.165721,-0.024681,-0.162294,-0.978888394842152,0
-1.468386,1.280611,1.58582,-0.392383,-0.306347,-1.346491,0.714735,-0.035151,-0.283947,-0.260519,0.02452,0.405009,0.289417,0.067002,0.36757,0.299831,-0.445168,-0.661451,-0.875852,-0.082467,-0.153309,-0.493218,0.01091,0.904693,-0.185169,-0.138073,-0.413267,-0.093803,-0.988830591373944,0
2.017124,-0.806165,-0.291712,0.531728,-0.860092,0.407221,-1.154186,0.258626,-0.123425,1.151973,0.278225,0.295216,-0.526509,0.038551,-0.452514,-1.106549,-0.503716,2.137549,-1.152355,-0.683985,-0.081959,0.375929,0.210819,0.640935,-0.152072,-0.53139,0.076759,-0.03286,-0.994424188528235,0
-0.873441,-0.646717,2.228504,-1.096395,-0.594239,0.353478,-0.565983,0.278555,0.324183,-0.213117,0.897982,-2.843771,1.553373,1.221528,-0.496576,-0.059494,-0.461687,3.012463,-1.494953,-0.202477,-0.104174,0.031529,0.135133,-0.591916,-0.389909,0.390029,0.04468,0.132158,-0.89779457536683,0
-5.222968,4.641827,-8.858204,7.723502,-1.507035,-2.159484,-4.205164,0.979334,-1.505637,-2.239066,4.231393,-8.493488,-1.092811,-13.237559,1.184086,-4.186415,-5.492536,-1.216108,1.046105,-0.176673,0.561892,0.624207,0.536429,-0.628334,-0.222651,0.382208,-2.693036,0.407935,-0.999110715873722,1
-8.461845,6.866198,-11.838269,4.194211,-6.923097,-3.221147,-7.553497,6.015618,-2.466143,-6.246243,2.943985,-6.512389,-0.698176,-7.543646,0.926455,-4.330295,-7.339698,-2.550901,0.645905,0.81471,0.918244,-0.715366,0.210747,-0.060211,0.509535,-0.257284,1.170027,0.229301,-0.911080480213428,1
2.062541,-0.059854,-1.063649,0.419698,-0.162066,-1.223078,0.173392,-0.326387,0.565171,0.078214,-0.760399,0.356572,-0.097362,0.307633,0.056821,-0.100372,-0.275714,-0.853049,0.144006,-0.235963,-0.290824,-0.710266,0.34368,0.04191,-0.304794,0.195972,-0.07167,-0.060278,-0.998852823477101,0
-0.382791,1.219419,-0.568676,-0.716827,0.720583,-0.651636,0.789084,0.105954,0.226972,-0.0186,0.990589,0.069925,-1.157166,-0.743275,-0.800202,0.500466,0.204496,0.33485,-0.041182,0.212648,-0.355217,-0.830324,0.138557,0.624381,-0.399006,0.099497,0.420539,0.208028,-0.992049799911072,0
-1.278138,0.716242,-1.143279,0.217805,-1.29389,-1.168952,-2.564182,0.204532,-1.611155,-1.250286,3.367361,-4.583096,-0.80694,-5.208305,0.525824,-1.815914,-5.249111,-2.196691,2.109053,0.817203,0.490183,0.470427,-0.126261,-0.126644,-0.661908,-0.349793,0.454851,0.137843,-0.977856825255669,1
1.952589,-0.39813,-0.398941,0.25104,-0.491786,-0.051308,-0.666817,0.196185,1.126544,0.02341,0.765618,0.761953,-0.776868,0.306648,0.079868,0.442698,-0.758657,0.422102,0.218594,-0.243038,-0.142461,-0.366771,0.412034,0.696093,-0.470752,-0.675167,0.021621,-0.035516,-0.995562472209871,0
1.707857,0.024881,-0.48814,3.787548,1.139451,2.914673,-0.743358,0.699136,1.008471,0.912806,0.765354,-2.043868,1.001547,1.322887,-2.720077,-0.15343,0.752611,-0.755786,-1.912563,-0.368014,0.010865,0.548258,0.091218,-1.007959,-0.082183,0.179709,0.007738,-0.068841,-0.969977767896843,1
-0.065296,1.109155,-0.312653,0.934588,1.308633,-0.023975,1.004934,-0.049539,1.144924,-0.287199,-1.271684,-4.380216,-1.32097,2.414113,-0.62051,-0.826559,0.785707,0.519228,0.84108,-0.107174,-0.145731,-0.02915,-0.232776,-0.106406,-0.107592,-0.453176,0.399636,0.241466,-0.989755446865274,0
1.175394,0.138896,-0.022843,0.512523,-0.090545,-0.78809,0.34482,-0.155802,-0.096068,-0.095762,-0.097328,0.021481,-0.638655,0.647411,1.088849,-0.230403,0.067046,-1.24307,-0.255894,-0.108612,-0.343601,-1.098581,0.155357,0.058053,0.178908,0.166328,-0.058076,0.01056,-0.96447309915518,0
-5.932778,4.571743,-9.427247,6.577056,-6.115218,-3.661798,-10.894079,3.70921,-5.859524,-12.981619,8.265295,-14.154165,0.479843,-16.337596,1.646045,-12.375397,-21.090613,-7.724546,3.856375,1.191078,2.014272,-0.167417,0.049968,0.38443,-0.077884,0.565493,1.792012,0.371007,-0.995286794130725,1
-1.615644,-0.72106,1.737204,-2.264825,-1.085611,-1.014283,-0.415944,-0.047601,-2.322684,0.837405,-0.574964,-0.793452,1.009025,-0.583079,0.200118,0.027563,0.221466,-0.080674,-0.7131,-0.515021,-0.35559,-0.68526,-0.453848,0.369074,0.062558,-0.547579,-0.29049,-0.432106,-0.931525122276567,0
-0.067672,4.251181,-6.540388,7.283657,0.513541,-2.635066,-1.865911,0.780272,-3.868248,-4.851487,3.871165,-6.887637,-1.7905,-11.272316,1.301363,-1.689836,-0.052933,0.778735,0.242162,0.519404,0.415437,-0.469938,0.007128,-0.388147,-0.493398,0.466468,0.56637,0.26299,-0.999315251222766,1
1.412571,-0.338724,-0.398176,-0.982193,-0.080409,-0.271278,-0.072199,-0.204765,-1.518982,0.802483,0.48732,0.942046,1.695707,0.170841,-0.080322,-0.944851,-0.678431,1.06311,0.231264,-0.306952,-0.777451,-1.836181,0.074709,-0.831968,0.194834,0.706669,-0.078945,-0.008662,-0.973597154290796,0
0.329594,3.712889,-5.775935,6.078266,1.667359,-2.420168,-0.812891,0.13308,-2.214311,-5.134454,4.56072,-8.873748,-0.797484,-9.177166,-0.257025,-0.871688,1.313014,0.773914,-2.370599,0.269773,0.156617,-0.65245,-0.551572,-0.716522,1.415717,0.555265,0.530507,0.404474,-0.999110715873722,1
1.332191,-0.17633,-0.017874,-1.445307,-0.529087,-1.250165,0.051722,-0.330507,1.087057,-1.031098,-0.255733,0.973688,1.023984,0.114669,1.592736,-0.407837,-0.326171,-0.177,0.834108,0.01134,-0.056779,-0.021428,-0.107293,0.108559,0.589323,0.02635,-0.000808,0.01329,-0.986571809693197,0
-10.527304,7.639745,-13.443115,4.303403,-8.04821,-3.466997,-8.643193,7.284105,-2.362097,-5.996596,2.589104,-5.962261,-0.468955,-6.778184,0.907947,-3.97013,-6.857613,-2.511736,0.511762,0.847085,0.937416,-0.931178,-0.235697,-0.031393,0.591558,-0.263516,1.108897,0.219021,-0.911080480213428,1
1.224228,-1.274155,0.082854,-1.297044,-0.717961,0.819442,-0.925822,0.236627,-1.897586,1.166677,0.576974,-0.156914,0.446505,-0.255008,0.656974,-2.348165,2.187039,-2.394415,-1.639794,-0.382616,-0.035248,0.467433,0.035343,-0.617693,0.309554,0.038539,0.080375,0.007005,-0.943085815918186,0
-0.079653,3.22201,-3.724201,6.037345,0.583395,-0.691346,-1.799885,-2.627781,-4.001338,-2.271526,1.513898,-3.682943,0.18583,-4.692788,0.247496,-2.681881,-2.286145,-1.048845,0.99483,1.198537,-0.664694,1.138556,-0.350753,-0.287467,0.808889,0.823962,0.668497,0.59561,-0.999110715873722,1
-1.338442,-0.231096,0.173971,0.491129,0.954901,-1.90258,-0.041667,0.172859,-0.548842,-0.637402,-0.474983,0.575291,0.669449,0.771564,0.947482,-0.727861,0.175761,0.064492,0.499964,0.278729,0.577774,1.231763,-0.229122,0.482131,-0.292255,-0.041975,0.104154,-0.088436,-0.999110715873722,0
-0.737401,0.948615,0.620316,1.210051,-1.095615,-0.752427,1.14595,0.018077,-0.832337,-0.41255,0.005596,0.636384,0.878411,0.436588,0.897291,-0.272741,0.064084,-0.13306,0.137276,-0.121392,0.207925,0.609055,0.314144,0.951413,-0.114894,-0.365429,-0.070549,-0.080168,-0.830111160515785,0
-17.518909,12.572118,-19.038538,11.190895,-13.554721,-0.411924,-23.189397,-5.301412,-8.63039,-16.255612,5.702111,-13.812404,-0.306815,-7.013607,-1.18229,-9.360179,-16.668369,-7.147468,2.162099,2.528512,-4.969478,0.976125,1.841248,0.334418,-0.720128,-0.232603,-3.021992,-0.478158,-0.998550466874166,1
1.155614,0.135104,0.34774,0.591962,-0.382129,-0.436274,-0.209526,0.168829,0.021243,-0.106398,1.735674,0.141437,-1.670973,0.2991,0.823269,0.40566,0.196492,-0.103508,-0.331721,-0.221575,-0.215437,-0.709304,0.193036,0.135861,0.026817,0.100007,-0.021533,0.015432,-0.998852823477101,0
0.18797,0.96605,-0.676113,-0.910513,1.394051,-1.087847,1.45371,-0.455129,0.5289,-0.868276,1.423964,-1.943143,1.643137,2.260554,-1.499332,-0.327601,-0.069061,0.487075,0.170533,-0.188113,0.102658,0.57737,-0.357388,-0.494639,0.204366,0.135909,-0.044697,-0.003341,-0.991249444197421,0
-1.96566,-1.944938,3.11102,0.233116,0.114463,1.005821,-1.628619,1.03159,0.071662,-0.130858,-0.164497,-0.184799,-2.572556,-0.525097,-2.225622,-2.257161,0.883699,1.064124,-1.373373,-0.257479,-0.211596,-0.353662,0.212849,-0.37472,0.268356,-0.302967,0.087185,0.094024,-0.931667407736772,0
1.227614,-0.668974,-0.271785,-0.58944,-0.604795,-0.350285,-0.486365,-0.010809,-0.794944,0.264545,0.881268,-0.324704,-0.263264,-1.112735,-0.54085,1.533411,0.831443,-0.473347,1.190121,0.273799,-0.026055,-0.295255,-0.180459,-0.436539,0.494649,-0.283738,-0.001128,0.035075,-0.912841262783459,1
-1.512516,1.133139,-1.601052,2.813401,-2.664503,-0.310371,-1.520895,0.852996,-1.496495,-4.056293,1.553756,-2.743551,1.504541,-5.428788,-0.016017,-3.727188,-3.9463,-1.680286,2.303613,1.249586,0.729828,0.485286,0.567005,0.323586,0.040871,0.825814,0.414482,0.267265,-0.717109826589595,1
1.579866,-1.296601,-0.813031,-0.746312,-0.794352,-0.214712,-0.405988,-0.035753,1.109045,-0.344424,1.210449,1.621901,1.160546,-0.0336,0.432,0.429811,-0.825122,0.515489,0.279174,0.398461,0.373816,0.723673,-0.001894,0.874795,-0.403148,0.621856,-0.082248,-0.013374,-0.793686082703424,0
-4.595617,5.08369,-7.581015,7.546033,-6.949165,-1.729185,-8.190192,2.71467,-7.083169,-11.141278,7.381859,-14.468655,0.29966,-13.602211,0.516113,-13.563273,-23.815636,-9.170557,3.669523,1.68216,2.248971,0.566844,0.033744,0.591783,0.334229,0.386801,2.163898,0.983104,-0.697545575811472,1
-0.771044,0.882836,-1.336572,-1.724998,1.311513,4.013139,1.59076,-0.42911,-0.736537,-0.39066,-0.126785,-0.406212,-0.125469,0.433919,0.791517,0.258835,-0.643786,-0.067662,0.63401,-0.337052,0.660657,-0.47511,-0.181618,1.091696,0.246524,1.037423,-0.063247,-0.091483,-0.729657625611383,0
-3.146402,2.543688,-0.328957,2.499684,-0.112949,0.959888,-0.501032,0.632631,0.272793,2.741197,-2.087002,-0.176744,0.824761,-0.763546,-0.869126,1.375467,-1.158056,0.261977,-1.775934,-0.465065,0.311103,0.809607,0.085183,0.21283,-0.312526,-0.24838,-2.73144,-0.754864,-1,0
0.753356,2.284988,-5.164492,3.831112,-0.073622,-1.316596,-1.855495,0.831079,-1.567514,-3.224559,3.369558,-3.468545,-1.383571,-6.020579,0.309602,-2.617767,-1.310752,0.40966,2.362291,0.285792,0.382007,0.033958,0.187697,0.358433,-0.488934,-0.258802,0.296145,-0.047174,-0.998221431747443,1
-4.423508,1.648048,-6.934388,4.894601,-5.078131,0.010849,-3.409096,1.409291,-3.260672,-7.781353,6.283377,-9.656606,-1.619135,-10.732109,0.288221,-7.898122,-13.570683,-4.590235,2.590173,-0.562264,0.698359,0.487478,1.228698,-0.535217,0.388278,-0.009466,2.300164,0.081231,-0.423743886171632,1
1.327766,0.226721,0.092547,0.38511,0.018708,-0.414002,0.051169,-0.148672,0.095111,-0.068678,-1.094129,0.102976,0.614524,0.154906,1.092094,0.590487,-0.795509,-0.22903,0.258645,-0.049202,-0.321065,-0.92044,0.009148,-0.624603,0.355159,0.156351,-0.029904,0.009394,-0.996834148510449,0
-0.264869,3.38614,-3.454997,4.367629,3.33606,-2.053918,0.25689,-2.957235,-2.855797,-2.808456,1.847504,-2.414822,-2.573225,-6.599126,0.12347,2.572372,6.609366,2.53067,-3.602657,0.482513,-1.394504,-0.166029,-1.452081,-0.251815,1.243461,0.452787,0.132218,0.424599,-0.999110715873722,1
-3.365319,2.426503,-3.752227,0.276017,-2.30587,-1.961578,-3.029283,-1.674462,0.183961,-4.980928,3.657882,-6.409822,-1.08731,-8.509433,1.432572,-5.36989,-9.069079,-2.819807,0.874543,-0.036837,2.070008,-0.512626,-0.248502,0.12655,0.104166,-1.055997,-1.200165,-1.012066,-0.921742996887506,1
-3.043541,-3.157307,1.088463,2.288644,1.359805,-1.064823,0.325574,-0.067794,-0.270953,-0.838587,-0.414575,-0.503141,0.676502,-1.692029,2.000635,0.66678,0.599717,1.725321,0.283345,2.102339,0.661696,0.435477,1.375966,-0.293803,0.279798,-0.145362,-0.252773,0.035764,-0.529568697198755,1
-15.14045,7.378042,-16.356367,9.194935,-13.466163,-2.958431,-16.165539,10.075254,-7.901821,-13.009403,4.828235,-11.058401,1.998126,-8.592047,0.540385,-10.615745,-21.017898,-8.397393,3.183559,-1.691482,3.147428,0.341678,-1.150162,0.79519,-0.194542,0.145964,-2.45868,-1.189888,-0.905246776345042,1
-1.24811,-0.436564,-0.521266,-2.225906,2.503025,3.003056,-0.405366,1.073972,1.049235,-1.357362,-0.639204,0.482561,-0.228641,0.072243,0.217586,-0.911876,-0.174849,0.416603,1.506855,-0.013999,0.01504,0.254903,0.0662,1.038841,0.314924,-0.688704,-0.176907,-0.189259,-0.99115162294353,0
-1.651422,0.22921,-1.683836,-3.052418,-1.374405,6.033519,3.184086,-0.157412,0.204139,-1.468054,-0.315901,-0.231101,-0.174167,-0.136235,-0.010364,1.082799,-1.026583,-0.327065,-1.492592,-0.590477,0.641181,0.076805,0.115021,0.811743,-0.055598,1.089424,0.39412,-0.389886,-0.273445975989329,0
-15.020981,8.07524,-16.298091,5.66482,-11.918153,-4.246957,-14.716668,9.435084,-6.795398,-15.124163,6.037666,-11.676722,1.326979,-12.381606,-0.071639,-9.484143,-19.671881,-7.643273,1.169064,-0.995787,2.525115,-0.832074,-0.186117,0.429781,0.697103,0.056031,-1.310888,-0.707403,-0.969657625611383,1
-0.433222,2.428379,-3.996454,4.871299,-1.796308,-0.586868,-4.654543,1.28523,-2.743539,-5.638941,4.343743,-6.655734,-0.293109,-9.505141,-1.396149,-4.850323,-10.006253,-2.789598,0.982584,0.745029,0.713559,-0.408954,-0.32089,-0.80423,0.962852,0.199558,1.094533,0.541148,-0.999110715873722,1
-1.040067,3.106703,-5.409027,3.109903,-0.887237,-2.497522,-2.073347,0.639818,-3.013331,-5.954838,3.586395,-5.517148,0.683652,-8.560423,1.856095,-4.878248,-4.335998,-1.377191,3.057382,1.05439,0.773961,0.214868,-0.184233,-0.284091,0.493467,0.732329,0.675067,0.337076,-0.915678079146287,1
-0.270909,0.917025,0.296553,-0.892866,1.088508,-0.679304,1.169055,-0.227653,-0.37365,-0.839554,-1.060599,-0.0077,0.396273,0.297737,0.313643,-0.17213,-0.715032,0.153683,-0.27126,-0.081273,0.320359,0.961489,-0.390743,0.624986,0.222513,-0.17698,0.120493,0.153927,-0.99600711427301,0
1.868226,1.363077,-1.994934,4.173516,1.239751,-0.746186,0.572731,-0.131235,-1.551839,0.228849,1.701895,0.144622,0.104088,-2.954167,-1.374122,1.889417,1.714511,1.10466,-1.59744,-0.172216,-0.301001,-0.818972,0.206812,-0.263683,-0.114958,-0.240672,-0.006629,0.017258,-0.997207647843486,1
-2.206312,0.955858,1.027208,0.075055,0.772968,0.935954,-0.731421,-1.147082,1.86031,0.204106,1.486412,-2.766186,-0.058908,1.879931,1.313874,-1.189767,1.837961,-1.801263,-1.964958,-0.759964,1.306458,-0.203183,0.00914,-0.70931,-0.764861,0.318547,0.781413,0.261829,-0.960693641618497,0
1.022662,1.460897,-0.717615,4.549145,0.417472,1.118951,-0.762859,-2.352829,-1.746507,2.35151,0.829498,0.478466,0.426841,0.796496,0.173705,0.232207,-0.18107,0.588032,0.731613,-0.39307,2.605813,0.176404,0.339561,0.753808,-0.024377,0.453873,0.22341,0.148728,-0.996638506002668,0
-5.839192,7.151532,-12.81676,7.031115,-9.651272,-2.938427,-11.543207,4.843627,-3.494276,-13.320789,8.460244,-17.003289,0.101557,-14.094452,0.747031,-12.661696,-18.912494,-6.626975,4.008921,0.055684,2.462056,1.054865,0.530481,0.47267,-0.275998,0.282435,0.104886,0.254417,-0.718932859048466,1
-0.670851,1.232795,1.218184,-0.546334,0.289731,-1.126912,1.025697,-0.353494,0.08845,-0.108029,-0.109954,0.143799,0.489774,-0.896737,0.369363,0.590481,-0.479624,-0.355043,-1.010287,0.192389,-0.324022,-0.681882,-0.034569,0.326824,-0.130651,-0.124707,0.038875,-0.072442,-0.993668297020898,0
-2.666521,-2.308701,2.954835,2.437758,2.235584,-1.106899,-1.926991,0.598965,0.556912,-0.457501,-0.84312,1.049273,0.048138,-0.687278,-1.245998,-1.823048,1.348928,-1.113834,1.26941,0.775468,-0.095215,-0.651035,0.411191,0.414283,0.30728,-0.3489,0.057365,0.147164,-0.994939973321476,0
1.146259,1.403458,-4.159148,2.660107,-0.323217,-1.836071,-1.62374,0.259562,-1.132044,-3.356474,3.646478,-3.002684,-0.647501,-5.945003,0.17465,-1.47564,-3.082274,0.22474,-0.300931,0.284831,0.56445,0.445744,-0.141136,-0.265517,0.36226,-0.416062,0.50737,0.243744,-0.954317474433081,1
0.957876,-0.331326,1.433763,1.087563,-1.09995,0.353754,-0.891754,0.394251,0.539312,0.061292,1.491192,0.622093,-0.666546,0.237308,1.206934,0.649655,-0.619277,0.685504,-0.947414,-0.0727,0.369415,0.968904,-0.066367,0.21422,0.193133,-0.257737,0.074651,0.039736,-0.944882169853268,0
-4.221221,2.871121,-5.888716,6.890952,-3.404894,-1.154394,-7.739928,2.851363,-2.507569,-5.110728,5.35089,-9.299807,2.79314,-6.106552,-2.106947,-6.250629,-13.566325,-4.19278,0.51057,-0.227882,1.620591,1.567947,-0.578007,-0.059045,-1.829169,-0.072429,0.136734,-0.599848,-0.993250333481547,1
-1.479467,0.826449,0.379153,-1.426314,0.755375,0.385791,0.410615,0.257497,-0.125241,0.007971,0.262871,0.590846,0.687372,0.034157,0.039191,0.711109,-1.045689,0.020024,-0.057731,-0.209376,-0.039686,0.079623,-0.032129,-1.278403,-0.347985,0.785011,-0.441673,-0.155091,-0.982214317474433,0
-11.320633,7.19195,-13.179083,9.099552,-10.094749,-2.440115,-14.184337,4.452503,-6.24196,-12.618163,6.057319,-15.717607,0.117817,-8.653743,-2.502554,-11.231364,-21.585152,-9.090892,1.171189,-0.180935,1.082235,-0.350562,0.483044,0.661133,-0.396522,-0.413315,-0.997548,-0.235036,-0.966269453090262,1
-0.906682,-0.694438,0.728498,-2.794776,1.475732,3.669262,-0.467976,1.0058,-1.256449,-0.203711,-0.30324,-1.140632,0.197926,-0.44078,0.749532,1.960844,-0.655799,-0.259782,0.105781,0.56297,0.470419,0.780006,-0.098583,1.020949,0.658807,-0.117228,0.005344,0.073421,-0.879955535793686,0
-0.609107,-0.17991,2.261576,-2.489826,-1.2064,-0.779348,-0.414485,-0.009645,-2.188815,0.836166,-0.683003,-1.109418,0.674505,-0.727323,0.240503,-0.020983,0.142301,0.364762,-0.964528,-0.153042,-0.056391,0.281688,-0.295692,0.363854,0.426557,-0.169729,0.312609,0.130102,-0.994041796353935,0
0.376946,-2.105464,-0.402446,-0.295434,-0.737643,0.871677,-0.110201,0.239629,-0.659732,0.225241,0.552369,-0.653344,-1.298418,0.286804,1.023978,-0.72198,2.029046,-3.473497,-0.989876,0.700775,0.539907,0.715919,-0.3639,-0.596332,0.228818,0.001397,-0.027455,0.065227,-0.604962205424633,0
-2.661802,5.856393,-7.653616,6.379742,-0.060712,-3.13155,-3.10357,1.778492,-3.831154,-7.191604,7.102989,-9.9287,-0.067498,-10.924187,-1.697914,-2.379421,-2.775114,0.273799,-1.382188,0.399097,0.734775,-0.435901,-0.384766,-0.286016,1.007934,0.413196,0.280284,0.303937,-0.999110715873722,1
1.544679,-1.269376,-0.881258,-2.510852,0.811486,3.34777,-1.644163,0.81753,-1.883702,1.469171,-0.188356,-0.977125,0.559053,-0.252749,0.935058,0.135301,-0.078501,0.353365,0.130439,-0.181088,-0.417178,-1.013052,0.136969,0.947616,0.29091,-0.395697,0.044585,0.024391,-0.982214317474433,0
-0.356326,1.435305,-0.813564,1.993117,2.055878,-0.543579,0.487691,0.085449,-0.536352,-2.231209,0.273984,-0.535839,0.595677,-5.141823,0.732367,0.623913,4.090983,1.634084,0.260847,0.303262,-0.312863,-0.687874,-0.267003,-1.15848,0.27146,-0.155397,0.114328,0.101526,-0.999110715873722,1
-0.361428,1.133472,-2.97136,-0.283073,0.371452,-0.57468,4.031513,-0.934398,-0.768255,-2.248115,-0.482409,-0.69055,0.181275,-2.372552,-0.006868,0.146399,1.759314,1.08304,-0.391048,-0.025862,0.110815,0.563861,-0.408436,-0.880079,1.408392,-0.137402,-0.00125,-0.182751,-0.572503334815474,1
-6.985267,5.151094,-4.599338,4.534479,0.849054,-0.210701,-4.42523,-5.134525,0.069321,-0.870997,5.200815,-7.802228,0.033912,-7.560132,-1.014652,-1.50793,-3.410275,0.107544,-1.375518,-1.246996,5.453672,-2.056177,-0.280334,0.120771,0.569358,0.145971,0.300193,1.779364,-0.999324144064028,1
-9.643872,8.748883,-5.724056,-0.350319,-3.71391,-2.193724,-2.020487,3.529683,3.798961,7.896903,-0.485659,2.162791,1.614562,0.425261,0.70777,-0.54576,0.857006,-0.582319,-0.593526,2.933243,-0.645734,0.346634,0.695844,0.632842,0.69206,-0.651957,-0.745161,-1.959882,-0.998408181413962,0
-0.653304,0.132758,2.691836,0.332514,0.287652,0.391244,0.004517,-0.503995,0.678683,0.681743,-0.190547,-0.130467,0.924604,-1.111379,2.246036,-0.134475,-0.532322,0.159212,0.364771,0.152554,0.190538,1.196255,-0.385197,-0.17678,-0.76513,0.579584,-0.65765,-0.491388,-0.994210760337928,0
-2.153779,-0.826809,1.860189,0.416165,2.303033,-1.36046,-0.471615,-0.342325,0.151636,-0.125462,-0.124964,0.868136,1.095779,-0.394694,0.728773,-0.840058,0.064941,-0.887528,1.340073,-0.5595,-0.685654,-1.209942,-0.743198,1.155038,0.026461,-0.616174,0.119304,-0.324057,-0.988448199199644,0
-28.255053,21.467203,-26.871339,11.737436,-17.99963,6.065901,-41.506796,-38.987263,-13.434066,-24.403185,3.409323,-9.608267,-3.076318,0.24006,-2.836677,-6.594757,-12.957531,-5.613522,-0.248828,10.440718,-21.453736,8.361985,4.909111,0.098328,-1.508739,0.008711,-5.407824,-0.183811,-1,1
1.897983,-0.251243,-1.462588,0.404746,0.011747,-1.231424,0.439752,-0.469208,0.470874,-0.05363,-0.685036,0.690817,0.931671,0.33696,0.673171,-0.199486,-0.600694,-0.098035,-0.212613,0.008819,0.303497,0.865003,-0.113541,-0.045517,0.28024,-0.114574,-0.032695,-0.041512,-0.912512227656736,0
-1.298359,1.079671,-0.180678,1.287839,1.858273,-2.223695,0.525167,-0.096874,-0.168893,-2.54441,0.707,-0.835696,-1.022117,-4.993992,-0.455707,1.315365,3.6392,1.623426,-1.539339,-0.187572,-0.332983,-0.85127,-0.3708,0.298242,0.44293,-0.522832,0.000105,0.135698,-0.999110715873722,1
0.601467,-0.972097,-0.836823,0.28586,-0.246023,-0.97189,1.018488,-0.529431,-0.321948,-0.294556,-0.495212,0.58342,1.248533,0.323592,0.726028,0.053448,-0.389045,-0.581644,0.174343,0.80538,0.168925,-0.323254,-0.5056,0.017159,0.509378,1.056221,-0.18121,0.056364,-0.64517563361494,0
